category,amt,gender,dob,transaction_hour,is_fraud
6,274.01,0,40,23,1
11,1013.22,1,40,23,1
10,11.37,0,50,20,0
4,211.85,0,38,11,0
11,940.94,1,56,23,1
6,50.88,0,43,13,0
7,39.94,1,37,20,0
12,6.19,1,25,23,0
1,17.66,0,87,1,0
3,25.08,0,34,3,0
5,17.91,0,28,22,1
9,87.41,1,50,14,0
8,219.44,0,36,18,0
12,774.74,0,64,22,1
8,709.61,0,94,23,1
2,78.87,1,47,9,0
0,28.48,0,51,13,0
9,31.74,1,29,9,0
8,729.44,0,65,14,1
4,359.86,1,33,22,1
0,474.73,0,39,23,1
11,9.37,1,70,8,0
4,348.09,1,63,23,1
7,5.9,1,69,22,0
4,337.74,0,75,23,1
12,858.91,0,52,23,1
8,344.21,1,23,18,0
10,11.49,1,43,15,0
0,129.1,1,73,9,0
9,50.96,1,52,22,1
12,733.98,0,94,22,1
2,10.19,1,47,0,1
4,294.77,1,42,23,1
8,5.1,1,23,13,0
1,111.86,0,48,2,1
7,126.57,0,72,19,0
2,50.16,0,48,11,0
10,20.93,1,95,22,1
11,3.38,0,32,17,0
12,909.88,0,38,2,1
4,297.2,0,59,1,1
4,330.51,0,96,2,1
4,321.03,1,58,0,1
3,36.33,1,33,5,0
8,761.27,0,61,22,1
12,203.73,0,25,22,0
4,299.98,1,29,0,1
7,29.71,0,22,18,0
10,44.05,0,33,20,0
4,317.98,0,76,3,1
7,20.52,1,74,12,0
2,67.45,0,49,5,0
0,28.07,1,33,19,0
4,79.29,1,27,2,0
2,7.3,1,43,0,1
7,22.02,1,23,16,0
11,3120.74,0,52,17,0
8,7.46,1,39,6,0
11,1026.4,0,87,22,1
4,346.3,1,80,2,1
11,977.69,1,61,23,1
0,86.41,0,87,6,0
2,48.72,1,58,5,0
7,118.68,1,74,14,0
6,65.52,1,60,14,0
4,104.09,0,32,9,0
5,9.18,1,19,19,0
12,5.28,1,80,2,0
10,65.29,1,78,14,0
0,5.24,1,61,17,0
2,9.51,1,35,3,1
11,903.44,1,46,22,1
12,26.89,1,32,22,0
7,40.1,0,31,20,0
4,306.95,0,23,1,1
11,798.56,1,29,22,1
12,5.7,0,35,17,0
12,906.27,1,58,17,1
9,9.1,1,33,23,1
2,104.21,1,49,11,0
2,70.84,1,29,4,0
3,12.43,0,32,3,1
12,142.62,1,48,11,0
10,95.32,0,45,20,0
12,751.61,1,50,23,1
11,5.2,0,28,14,0
6,230.99,0,37,22,1
5,18.15,0,49,22,1
12,747.84,0,37,2,1
0,33.52,0,79,19,0
10,2.03,1,33,15,0
8,1.43,1,42,3,0
7,2.36,0,85,22,1
4,239.07,1,74,2,1
4,328.03,1,52,22,1
2,11.5,1,20,7,1
12,986.53,0,33,0,1
5,61.08,1,44,17,0
2,18.71,1,52,2,1
11,1090.93,1,53,22,1
8,739.18,1,26,22,1
2,87.25,1,68,5,0
3,68.39,1,35,5,0
4,287.38,1,31,22,1
7,18.99,0,31,22,1
8,844.55,0,52,23,1
4,331.74,0,61,2,1
8,868.48,1,28,3,1
11,1187.81,1,35,21,1
11,116.77,0,30,19,0
6,263.06,0,49,16,0
12,761.92,1,40,19,1
4,301.63,0,78,0,1
4,335.18,0,49,3,1
9,51.29,0,58,0,0
11,293.61,0,34,20,0
6,81.37,1,46,20,0
5,36.1,1,35,15,0
4,277.2,0,58,23,1
4,340.02,1,57,0,1
4,318.65,0,86,0,1
11,833.36,1,87,22,1
13,5.35,1,49,14,0
12,815.78,1,32,23,1
7,16.09,0,25,12,0
12,8.24,0,50,22,0
2,15.78,1,60,2,1
8,708.06,0,23,23,1
1,13.18,0,66,12,0
2,42.26,0,24,3,0
7,86.56,0,34,16,0
11,865.64,1,56,22,1
11,6.31,1,33,22,0
8,304.9,0,28,14,0
11,1155.71,0,36,3,1
3,10.13,1,48,2,1
10,16.25,0,27,22,0
1,2.01,0,40,14,0
12,868.09,1,63,22,1
4,334.87,0,39,3,1
9,72.76,0,22,17,0
4,298.45,1,53,22,1
12,776.37,1,42,23,1
7,21.11,0,68,19,0
11,1003.72,1,65,22,1
4,99.53,1,65,5,0
9,8.4,1,44,13,1
9,6.69,0,80,0,0
12,140.64,1,28,23,0
12,338.72,1,54,6,0
11,8.12,1,57,6,0
12,877.38,0,66,22,1
4,343.27,0,82,22,1
0,80.52,1,38,22,0
4,315.77,0,80,22,1
11,1128.68,0,56,23,1
11,1077.69,1,28,22,1
4,81.67,1,33,5,0
5,124.98,0,38,16,0
12,669.39,1,46,19,1
11,1000.81,1,68,19,1
12,835.73,1,74,22,1
11,856.86,0,65,23,1
2,54.61,0,63,2,0
2,64.31,0,62,5,0
12,13.62,0,73,9,0
11,5.3,1,27,13,0
7,21.28,0,50,22,1
6,2.32,0,32,20,0
7,114.46,0,30,14,0
11,87.0,0,30,13,0
8,932.86,1,57,18,1
8,799.11,1,54,23,1
13,4.46,0,48,14,0
5,72.81,1,40,19,0
1,116.45,0,49,22,1
4,290.48,1,67,0,1
2,24.26,1,64,4,1
0,1.13,0,50,14,0
2,61.69,0,21,2,0
10,17.49,0,41,23,1
11,1001.36,1,50,23,1
12,850.9,0,45,3,1
0,362.81,0,47,15,0
10,20.4,1,62,23,1
13,12.29,0,45,22,1
4,321.67,1,81,0,1
6,229.85,0,29,23,1
4,299.87,1,34,1,1
2,18.15,1,62,2,1
13,9.76,0,55,22,0
10,18.88,0,44,22,1
8,833.02,1,82,23,1
1,7.79,1,28,21,0
12,8.64,0,44,21,0
11,1003.92,0,27,19,1
11,955.86,0,64,23,1
8,772.48,0,65,23,1
3,9.36,1,35,8,1
4,299.35,1,53,5,1
10,9.7,1,26,17,0
4,323.61,0,95,2,1
6,56.92,0,39,19,0
8,832.03,0,60,21,1
1,3.01,1,42,20,0
11,7.47,0,32,14,0
12,760.17,1,32,23,1
0,76.93,0,37,19,0
3,45.24,0,37,11,0
7,16.1,0,39,12,0
8,252.33,0,47,6,0
2,32.71,1,91,11,0
11,1153.61,1,22,23,1
11,59.66,1,37,21,0
11,83.17,1,40,7,0
4,166.74,0,41,3,0
6,368.65,0,66,23,1
0,19.03,0,90,19,0
12,1055.61,1,66,16,1
1,65.23,1,34,15,0
11,3.85,0,38,20,0
6,81.76,0,34,16,0
9,1.45,0,39,4,0
12,6.5,1,41,22,0
2,86.92,0,34,1,0
2,10.95,0,36,1,1
2,54.74,0,53,4,0
11,1020.13,0,52,23,1
11,846.66,0,61,22,1
2,95.88,0,38,11,0
4,106.54,1,40,0,0
8,746.95,0,25,3,1
1,7.2,1,80,14,0
10,183.15,0,33,19,0
12,6.36,0,48,22,0
10,21.74,0,45,12,1
7,164.0,1,25,20,0
4,302.47,0,90,1,1
13,1.62,0,56,19,0
4,379.0,0,34,3,1
4,46.43,1,27,8,0
4,312.41,1,50,1,1
8,4.17,1,27,6,0
7,87.25,0,58,19,0
11,1084.6,0,90,23,1
4,301.08,0,94,22,1
3,79.13,0,73,11,0
12,761.35,1,42,22,1
7,21.52,1,57,19,0
7,51.75,1,76,23,0
6,109.92,1,76,19,0
8,883.63,1,56,22,1
2,8.91,1,68,0,1
11,878.33,0,67,22,1
2,11.83,0,25,0,1
4,122.97,0,93,3,0
3,76.08,0,55,5,0
12,1141.38,1,61,23,1
4,313.68,1,85,23,1
11,7.09,0,37,19,0
2,6.93,0,60,1,1
8,772.55,0,24,23,1
8,767.01,0,65,22,1
10,21.87,0,39,19,1
9,37.97,1,40,8,0
13,3.22,0,36,15,0
7,35.68,0,71,20,0
4,304.59,1,57,3,1
9,1.88,1,28,13,0
7,246.74,1,47,18,0
9,8.57,0,62,23,1
1,26.41,0,43,22,0
0,247.91,0,30,20,0
11,905.52,1,69,22,1
11,1157.3,0,94,23,1
6,89.06,1,46,18,0
1,126.48,0,37,23,1
6,3.77,1,78,23,0
0,1.66,1,80,16,0
11,913.22,0,27,23,1
7,19.23,0,36,23,1
13,4.56,0,24,21,0
11,989.81,0,36,0,1
11,1126.71,1,87,23,1
1,20.17,0,28,22,0
2,8.31,0,83,1,1
4,336.2,1,48,2,1
4,324.59,1,80,0,1
7,137.99,0,67,18,0
1,124.15,1,32,12,1
9,10.79,0,43,4,0
2,8.15,1,60,8,1
9,6.3,0,46,0,1
1,10.4,1,60,15,0
8,7.81,0,52,22,0
11,1067.1,1,59,22,1
5,107.02,0,67,21,0
1,18.56,1,47,21,0
6,19.59,1,40,14,0
12,963.64,1,77,22,1
8,736.56,0,61,23,1
0,19.36,0,36,19,0
4,302.28,0,22,1,1
0,509.77,0,34,5,1
2,73.44,0,79,8,0
10,223.63,0,88,14,0
4,192.29,0,37,2,0
11,1011.94,1,74,23,1
4,322.54,0,58,22,1
11,8.44,0,24,22,0
11,4.37,0,34,12,0
6,266.05,0,37,23,1
6,69.07,1,30,13,0
12,4.2,1,21,23,0
8,701.81,1,28,0,1
11,1041.04,1,48,22,1
11,6.21,0,34,17,0
3,10.16,1,73,3,1
2,73.05,1,67,11,0
3,13.25,0,36,3,1
4,86.13,0,48,10,0
2,59.68,0,54,10,0
8,836.83,1,54,22,1
1,118.23,0,34,0,1
8,806.93,1,42,1,1
11,5.69,0,36,22,0
11,969.54,1,29,22,1
4,275.95,0,25,2,1
4,311.47,0,27,0,1
2,18.33,0,62,0,1
1,127.53,0,46,3,1
11,897.11,1,79,23,1
8,702.75,1,58,22,1
12,986.87,0,50,22,1
5,57.09,1,80,17,0
5,22.44,0,48,16,1
1,24.22,1,35,17,0
4,262.56,1,38,3,1
0,124.3,1,35,18,0
7,21.23,0,50,23,1
8,941.94,0,82,22,1
4,284.55,0,18,3,1
7,3.02,0,31,22,0
0,513.6,0,31,1,1
4,285.48,0,87,1,1
11,5.33,0,33,21,0
12,4.88,1,81,5,0
12,799.47,1,40,22,1
11,103.99,1,69,3,0
9,8.81,0,73,5,0
4,336.15,0,62,3,1
0,27.36,0,29,15,0
8,868.4,0,39,3,1
4,304.44,1,40,22,1
13,5.65,1,90,22,0
4,130.47,0,56,11,0
5,32.33,1,60,18,0
12,3.74,0,57,6,0
1,108.12,1,42,23,1
11,1021.41,0,72,21,1
7,1.67,1,76,15,0
12,2.72,0,37,19,0
13,8.06,1,19,12,0
2,63.88,0,61,6,0
11,991.85,1,95,23,1
12,105.85,0,25,23,0
3,7.11,1,65,0,1
4,391.43,0,32,0,1
4,292.88,1,51,1,1
4,321.49,1,30,3,1
12,877.08,0,62,23,1
13,7.55,1,74,23,1
8,693.6,0,56,23,1
10,21.62,1,31,18,1
2,73.35,1,42,0,0
7,19.89,0,25,22,1
3,68.26,1,94,1,0
4,300.62,0,25,2,1
9,8.9,0,52,3,1
9,35.89,1,40,8,0
10,29.61,1,81,17,0
9,834.58,0,33,0,1
12,1115.67,1,84,22,1
11,964.75,0,25,22,1
2,72.38,1,44,7,0
4,316.84,1,84,0,1
1,47.75,1,78,14,0
9,5.05,1,18,19,0
4,327.36,0,62,3,1
2,82.64,0,39,2,0
4,257.63,0,61,22,1
11,970.54,1,44,22,1
6,81.48,0,27,12,0
8,652.76,0,64,23,1
9,4.06,0,46,16,0
4,314.21,1,55,0,1
12,9.21,1,35,14,0
11,980.39,0,61,22,1
0,79.5,1,41,20,0
8,780.58,0,25,1,1
5,10.15,0,18,18,0
10,13.55,0,25,22,0
10,22.82,0,49,22,1
6,1.5,0,38,14,0
11,2.72,0,51,16,0
8,759.36,1,36,19,1
11,999.36,1,66,15,1
11,978.96,0,35,0,1
11,969.07,1,54,19,1
9,4.97,1,27,20,0
4,275.6,1,73,23,1
10,23.97,0,95,23,1
13,4.5,0,81,22,1
9,51.66,1,58,22,1
1,46.9,0,66,22,0
2,9.85,1,31,10,1
8,726.12,0,79,23,1
9,911.8,0,42,0,1
4,327.57,1,61,22,1
7,146.01,1,62,19,0
11,1140.22,1,48,22,1
4,302.91,1,66,2,1
11,1033.78,1,49,17,1
6,25.91,1,28,21,0
2,75.98,1,47,1,0
4,305.13,1,49,6,1
12,732.17,1,55,15,1
6,1.96,0,46,19,0
2,8.3,1,43,0,1
4,327.93,0,86,2,1
7,51.4,1,44,15,0
11,1041.82,1,79,23,1
12,965.83,0,36,0,1
4,298.4,1,31,2,1
7,46.54,1,76,19,0
2,78.05,1,66,9,0
2,82.06,1,56,8,0
3,43.27,1,49,11,0
8,24.38,0,31,3,0
0,12.12,0,42,17,0
11,1050.88,1,66,22,1
8,790.45,0,59,22,1
4,316.4,1,67,23,1
5,63.7,1,55,18,0
11,983.04,0,60,22,1
11,1008.94,1,67,9,0
4,259.83,1,61,0,1
4,267.74,1,33,2,1
0,142.89,0,36,15,0
11,16.53,0,59,3,0
11,1016.56,0,70,23,1
12,1041.51,1,63,22,1
8,757.99,1,33,9,1
0,7.76,1,64,21,0
6,56.9,1,37,14,0
1,42.6,1,19,23,0
11,228.29,1,28,20,0
8,852.23,1,66,22,1
1,3.34,1,52,14,0
2,87.69,1,31,11,0
8,682.36,0,72,22,1
4,357.5,0,57,2,1
8,5.44,0,91,7,0
7,52.88,0,64,22,0
12,362.35,0,34,23,0
11,1.19,0,38,22,0
0,16.38,0,25,20,0
3,36.14,0,77,10,0
4,307.42,1,38,2,1
4,118.38,0,38,5,0
10,22.21,1,70,13,0
8,811.86,1,48,23,1
5,98.14,0,46,16,0
5,19.17,1,49,22,1
4,317.62,1,22,3,1
1,150.67,1,66,12,0
8,52.07,1,21,17,0
6,107.0,1,52,15,0
12,6.31,0,24,18,0
12,754.16,1,38,23,1
9,23.53,0,62,10,0
1,69.62,1,44,21,0
5,21.37,1,46,22,1
13,1.73,0,35,12,0
4,307.8,0,57,23,1
4,297.86,1,40,1,1
12,16.29,0,47,15,0
5,75.98,1,35,17,0
8,744.12,1,60,23,1
4,115.98,0,81,3,0
10,11.18,0,63,12,0
2,7.33,1,23,3,1
12,870.55,1,24,12,1
11,147.27,0,50,23,0
6,42.61,0,49,12,0
2,38.21,0,50,6,0
13,8.96,0,50,17,1
4,96.46,1,70,6,0
4,274.87,1,49,2,1
6,7.31,0,37,21,0
11,1017.67,0,38,0,1
12,931.33,0,92,23,1
12,1064.72,1,54,22,1
10,22.44,0,32,22,1
4,319.22,0,60,1,1
4,325.37,0,54,2,1
7,64.55,0,34,19,0
1,197.14,0,76,14,0
4,108.36,0,44,0,0
2,76.93,1,49,10,0
1,126.67,0,43,19,0
1,6.12,0,35,13,0
7,153.46,1,38,23,0
1,113.81,0,76,22,1
7,69.95,0,92,15,0
0,25.68,0,43,20,0
12,903.96,1,77,23,1
4,119.04,0,39,3,0
10,112.17,1,53,22,0
10,56.28,0,31,13,0
11,13.12,0,45,19,0
10,12.46,1,29,18,0
4,319.73,0,61,22,1
7,9.72,0,54,22,0
2,22.57,0,82,1,1
10,106.36,1,95,12,0
7,19.52,0,34,23,1
11,1008.11,0,87,23,1
13,8.73,0,35,22,1
0,66.89,0,23,17,0
12,3.58,0,47,23,0
11,1010.05,1,52,23,1
6,82.65,0,45,20,0
1,8.81,0,69,16,0
10,18.16,0,28,22,1
4,343.08,0,30,0,1
11,1087.81,0,81,23,1
7,23.1,0,35,23,1
8,2.54,0,54,9,0
5,110.81,0,30,18,0
4,319.09,1,25,2,1
7,16.75,0,50,20,1
7,18.06,0,50,22,1
11,953.66,0,22,23,1
10,9.53,1,86,14,0
11,7.13,0,37,18,0
0,105.8,1,72,0,0
8,763.71,0,60,22,1
3,15.99,0,70,1,1
11,1179.79,1,68,23,1
12,5.91,0,36,12,0
7,16.49,0,30,22,1
11,7.22,0,50,16,0
8,7.02,1,64,7,0
11,1086.87,1,94,23,1
1,103.07,0,53,19,0
4,284.56,1,82,6,1
6,265.39,1,56,23,1
11,1015.74,0,60,23,1
2,47.84,0,50,4,0
11,1117.76,0,25,23,1
4,312.93,0,56,0,1
2,63.86,0,50,1,0
4,305.08,0,69,23,1
12,9.77,0,36,22,0
5,43.37,0,28,23,0
3,11.43,0,25,2,1
8,327.48,1,80,5,0
11,1.25,0,32,22,0
0,26.1,0,66,13,0
11,513.79,0,32,20,0
11,893.98,0,51,1,1
8,12.34,1,51,10,0
13,2.4,1,19,22,0
2,60.26,1,40,8,0
1,13.85,1,47,17,0
11,99.24,1,28,1,0
12,931.58,1,88,22,1
11,987.09,0,65,22,1
6,22.56,0,82,19,0
0,620.51,1,96,19,1
0,520.02,0,38,3,1
10,41.62,0,30,15,0
11,976.42,1,86,22,1
4,304.03,1,59,3,1
2,9.84,1,93,3,1
1,82.49,1,53,15,0
0,436.64,1,82,23,1
8,1054.8,0,23,12,1
4,302.51,0,72,0,1
6,59.08,0,29,14,0
12,6.79,0,66,4,0
9,9.36,1,42,23,0
2,9.36,1,44,3,1
4,320.81,0,62,0,1
8,269.57,0,72,1,0
5,15.38,0,38,22,1
4,308.97,0,82,3,1
2,18.41,1,90,0,1
6,292.85,0,28,23,1
4,197.53,0,34,5,0
7,102.97,0,41,12,0
11,1143.75,1,47,23,1
11,965.77,1,32,22,1
1,11.36,1,51,20,0
11,125.9,1,84,10,0
5,20.58,0,22,23,1
4,100.79,1,25,7,0
4,104.86,0,50,11,0
11,993.55,0,70,23,1
12,129.84,1,21,19,0
5,37.27,1,68,16,0
4,57.29,1,27,10,0
11,972.44,1,57,22,1
6,248.23,0,45,23,1
8,750.57,0,21,2,1
6,3.11,0,60,13,0
6,56.25,0,77,20,0
2,58.78,0,82,9,0
6,34.41,0,44,18,0
11,1017.9,1,29,23,1
11,2.1,1,49,15,0
5,20.81,0,32,23,1
9,83.4,0,23,22,0
8,758.6,1,54,22,1
11,952.33,0,61,20,1
7,18.52,0,29,23,1
4,315.31,0,73,22,1
11,758.33,1,52,19,1
10,48.8,1,56,23,1
3,17.56,1,54,1,1
0,8.55,0,24,16,0
4,307.56,1,41,2,1
2,82.57,1,56,9,0
7,18.45,0,32,23,1
4,194.39,0,36,9,0
8,744.57,1,44,23,1
5,22.35,0,46,20,0
5,5.03,1,62,14,0
11,1104.51,1,59,22,1
12,951.91,1,55,23,1
2,76.08,0,50,11,0
7,51.05,1,33,16,0
4,335.39,0,41,3,1
5,20.46,1,31,16,0
5,50.54,1,23,23,0
9,913.04,0,46,1,1
8,755.75,1,54,22,1
10,110.72,1,53,22,0
0,12.67,1,23,21,0
5,31.8,0,69,13,0
0,51.24,0,45,21,0
6,47.85,0,49,13,0
3,76.72,0,38,0,0
7,18.67,0,58,12,0
11,3.05,0,49,12,0
2,16.59,1,60,1,1
7,22.1,0,25,23,1
0,63.76,0,57,17,0
12,7.2,1,24,13,0
0,96.79,0,38,23,0
7,42.46,1,50,18,0
12,6.2,0,32,16,0
4,105.76,1,59,9,0
10,1.55,0,35,20,0
7,19.44,0,88,22,1
12,5.24,1,33,19,0
3,14.43,0,29,4,1
4,182.4,0,34,10,0
2,98.31,0,58,4,0
6,65.84,1,36,18,0
5,21.03,0,36,22,1
11,911.85,0,85,23,1
2,57.0,1,38,9,0
1,1.25,0,18,18,0
6,266.38,0,28,22,1
3,57.55,0,25,3,0
10,20.68,0,36,23,1
5,77.02,1,37,14,0
8,750.53,1,45,0,1
4,140.78,0,77,7,0
12,902.67,0,27,23,1
9,83.25,1,29,19,0
11,853.03,0,50,1,1
4,317.68,0,56,2,1
1,52.14,0,82,8,0
10,16.32,0,50,22,1
6,41.48,0,48,12,0
12,772.65,0,41,1,1
1,112.9,0,41,2,1
9,3.81,1,25,22,0
11,9.76,0,51,16,0
12,823.49,0,88,23,1
3,11.76,1,54,2,1
12,43.22,1,75,11,0
4,68.31,0,25,18,0
5,19.77,0,51,23,1
12,797.81,0,31,1,1
12,759.52,1,61,22,1
10,62.14,0,57,21,0
4,285.54,1,47,3,1
2,90.77,1,78,10,0
12,882.45,0,55,22,1
4,136.08,1,69,5,0
2,7.41,1,33,2,1
1,3.43,0,36,23,0
7,11.89,0,51,22,0
4,340.44,1,53,22,1
8,875.86,1,74,23,1
2,63.9,0,48,11,0
10,76.31,1,65,14,0
6,5.13,1,40,14,0
8,868.91,0,60,22,1
7,147.49,1,75,23,0
12,1.25,1,56,0,0
12,690.41,0,69,23,1
11,904.86,0,29,1,1
8,890.93,0,37,1,1
2,66.02,0,32,10,0
4,70.86,0,50,3,0
0,49.79,0,68,12,0
1,127.17,0,40,23,1
6,251.69,0,36,23,1
1,59.91,1,46,20,0
0,77.44,1,22,21,0
1,50.67,1,36,13,0
4,206.3,0,37,0,0
4,328.02,1,56,22,1
12,854.32,1,93,23,1
10,54.65,0,89,22,0
4,343.47,0,49,2,1
8,729.05,0,91,23,1
2,71.46,1,29,2,0
5,71.57,1,38,19,0
7,11.07,1,56,18,0
2,20.89,0,54,2,1
11,951.47,0,93,22,1
1,124.99,0,48,22,1
11,83.22,1,46,6,0
2,60.7,0,45,2,0
8,5.46,0,77,11,0
6,82.55,1,48,21,0
12,1.01,1,42,14,0
12,8.48,0,35,14,0
11,1118.61,0,27,23,1
2,81.28,0,47,11,0
2,11.1,0,34,2,1
4,350.87,1,56,3,1
8,898.83,0,50,2,1
4,87.4,1,48,0,0
4,333.07,0,66,2,1
2,63.41,0,50,1,0
4,302.71,0,56,2,1
9,62.03,1,23,16,0
7,84.72,0,39,22,0
9,6.84,1,46,22,1
10,19.8,0,32,22,1
12,105.27,0,48,12,0
10,18.31,1,27,22,1
11,12.33,1,94,6,0
8,796.63,0,59,22,1
12,856.92,1,85,23,1
2,18.66,0,60,1,1
4,357.16,0,46,3,1
11,1063.28,1,77,23,1
4,277.82,0,92,3,1
12,743.08,0,45,19,0
10,20.0,0,88,12,0
5,128.77,1,68,20,0
4,300.29,1,31,0,1
3,50.12,0,37,7,0
2,49.32,1,61,0,0
12,982.1,0,60,22,1
4,279.46,1,81,9,1
7,14.5,0,45,21,0
11,2.09,0,25,15,0
11,932.73,0,66,14,1
8,936.33,0,56,22,1
0,1.66,1,87,20,0
8,838.48,1,63,23,1
7,60.79,1,49,23,0
10,49.25,1,76,23,1
10,38.97,0,45,19,0
8,143.48,0,45,4,0
4,333.53,1,65,22,1
12,1158.16,0,82,23,1
2,6.68,1,51,2,1
9,7.86,0,43,5,1
7,76.69,1,33,23,0
11,1001.79,1,67,23,1
4,348.61,0,28,2,1
10,11.62,0,39,21,0
4,320.83,0,97,3,1
4,319.23,0,49,2,1
11,92.61,1,50,3,0
11,4.67,1,95,7,0
8,680.0,0,23,23,1
12,3.33,0,50,15,0
4,101.48,1,31,3,0
9,669.15,0,27,10,1
2,76.44,1,65,3,0
4,335.96,0,62,23,1
4,293.25,0,79,0,1
7,4.19,0,22,12,0
12,826.27,0,38,3,1
4,329.84,0,77,2,1
3,44.82,0,51,7,0
11,6.83,1,69,7,0
11,21.27,0,45,16,0
4,120.27,1,54,1,0
12,2.86,0,32,15,0
8,1.01,1,85,10,0
10,116.8,0,24,19,0
4,299.03,1,41,3,1
4,297.71,1,82,3,1
6,21.33,1,84,14,0
2,11.11,0,29,2,1
2,9.92,0,76,3,1
4,349.58,0,51,1,1
5,21.55,0,30,22,1
12,835.29,0,31,2,1
12,747.15,1,24,22,1
8,867.25,0,89,22,1
8,753.02,0,71,23,1
2,18.54,0,60,1,1
10,97.79,0,83,13,0
3,33.39,0,25,1,0
0,54.75,1,61,13,0
8,839.41,1,57,22,1
4,46.98,1,24,0,0
4,292.53,1,38,0,1
11,947.07,1,26,23,1
11,1010.96,0,60,22,1
4,306.32,1,70,3,1
6,13.61,1,32,17,0
11,1002.25,1,41,23,1
11,929.39,1,27,23,1
4,48.01,1,37,10,0
9,35.59,1,39,1,0
11,947.47,1,60,22,1
1,30.86,0,41,17,0
7,20.91,0,48,22,1
7,112.23,1,28,12,0
1,1.83,0,50,17,0
7,22.43,1,18,12,0
11,903.67,1,28,23,1
11,1047.08,1,35,22,1
10,90.2,0,50,17,0
12,859.32,0,38,23,1
2,9.07,1,37,0,1
11,1013.2,1,69,22,1
2,77.04,1,57,5,0
8,815.4,1,70,14,1
4,312.27,0,67,3,1
11,997.0,1,27,22,1
4,285.38,1,48,3,1
6,301.59,0,31,23,1
12,1.75,0,31,22,0
5,37.56,1,41,12,0
10,12.96,1,17,19,0
11,1155.46,0,61,22,1
9,1.23,0,91,1,0
11,1019.43,0,60,22,1
1,115.28,0,28,3,1
4,107.37,0,39,4,0
10,44.0,0,34,15,0
8,859.99,1,50,23,1
12,823.05,0,64,13,1
2,58.53,0,68,0,0
0,15.78,0,51,12,0
5,74.11,1,44,12,0
4,287.35,0,73,1,1
7,18.03,0,50,23,1
4,316.64,1,68,1,1
12,866.48,0,28,22,1
6,37.87,1,51,13,0
4,294.91,0,59,1,1
7,74.6,0,75,15,0
11,4.81,0,70,7,0
9,7.57,1,40,15,0
2,79.78,1,38,10,0
0,439.06,0,48,20,0
7,18.96,0,36,23,1
10,21.04,1,61,17,0
8,818.62,1,63,23,1
1,70.54,0,34,19,0
2,9.36,1,36,5,1
11,825.81,1,35,23,1
9,33.73,1,25,18,0
1,56.42,1,77,22,0
6,8.25,0,46,23,0
7,39.0,0,68,16,0
4,309.33,0,58,0,1
5,40.8,1,51,14,0
2,61.32,0,36,3,0
1,63.17,1,36,22,0
6,85.18,1,49,15,0
1,58.37,1,40,22,0
4,264.75,1,44,2,1
2,10.64,0,34,0,1
13,10.03,1,20,23,1
12,5.61,1,61,10,0
2,10.79,0,50,0,1
8,9.78,1,53,9,0
4,308.87,1,28,1,1
2,19.08,1,67,0,1
1,104.82,0,38,1,1
1,138.51,0,36,22,1
4,107.37,1,44,9,0
0,419.94,0,47,23,1
11,1065.73,1,29,13,1
8,907.57,0,66,23,1
1,197.42,0,31,21,0
1,5.34,1,28,18,0
2,65.46,1,59,10,0
9,9.4,0,51,21,0
5,100.85,0,60,20,0
2,70.58,0,50,7,0
4,292.51,0,61,1,1
11,1040.08,1,68,23,1
0,6.43,1,40,23,0
4,320.05,1,65,0,1
8,3.29,0,44,1,0
12,997.72,1,56,22,1
4,133.39,1,60,11,0
9,6.13,1,55,9,0
4,311.18,1,43,23,1
11,1051.63,1,33,22,1
4,299.97,1,66,2,1
11,977.26,1,33,23,0
0,55.18,1,17,16,0
8,784.69,0,82,22,1
2,50.79,0,32,11,0
0,88.38,0,23,18,0
7,35.32,0,65,19,0
2,75.57,0,57,10,0
12,144.81,1,40,22,0
0,665.33,1,60,15,1
11,1193.52,1,29,23,1
4,39.91,1,49,1,0
4,63.85,1,36,4,0
12,794.94,1,65,22,1
4,107.85,0,80,5,0
12,942.65,0,75,23,1
7,3.44,1,62,22,1
9,7.21,0,30,2,1
13,9.18,0,37,22,1
7,19.8,0,59,12,1
10,21.44,1,67,16,0
7,24.72,0,35,13,0
4,310.3,1,29,0,1
1,80.15,0,45,13,0
10,219.37,0,67,15,0
1,20.9,0,24,12,0
7,166.83,1,41,13,0
3,83.28,0,45,9,0
11,1019.77,0,49,2,1
12,795.98,0,55,22,1
4,114.91,0,54,4,0
6,218.12,0,34,21,1
11,1074.45,0,73,23,1
5,71.88,0,39,15,0
1,47.94,0,43,18,0
3,72.39,1,38,7,0
11,1072.54,1,27,13,1
11,1010.72,1,55,23,1
1,58.51,1,60,2,0
7,27.67,0,41,14,0
4,87.93,1,42,2,0
11,1000.72,1,66,22,1
12,4.7,0,50,17,0
10,35.8,1,58,16,0
8,103.51,0,58,0,0
10,52.12,0,86,18,1
7,21.48,0,31,22,1
2,10.15,1,28,3,1
8,866.4,0,59,22,1
2,18.59,1,53,0,1
2,9.04,1,29,1,1
11,1007.13,1,73,23,1
2,39.13,0,66,0,0
4,129.0,0,93,2,0
8,730.3,0,93,22,1
6,12.04,0,96,13,0
7,17.56,0,64,18,0
11,957.9,1,36,23,1
11,90.94,1,39,8,0
8,820.37,0,25,22,1
12,2.87,0,60,10,0
7,26.56,1,67,15,0
8,733.23,1,43,23,1
6,57.21,0,49,20,0
4,292.42,0,63,3,1
